,Type,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,Further_outcome,Year,Month,season,geometry,index_right,FID,lsoa11cd,lsoa11nm,IMDRank,IMDDecil,Shape__Area,Shape__Length,LSOA_code
1003673,Person search,0.0,,51.582978,-0.227188,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.227188 51.582978),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1003680,Person search,0.0,,51.601192,-0.234045,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Arrest,,,1,2020,8,2,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
1004587,Person search,0.0,,51.576637,-0.239038,Male,,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1004592,Person search,0.0,,51.576637,-0.239038,Male,18-24,White - Any other White background,Other,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1004593,Person search,0.0,,51.576637,-0.239038,Male,18-24,White - Any other White background,White,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1004718,Person search,0.0,,51.587387,-0.219683,Male,,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.219683 51.587387),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1004722,Person search,0.0,,51.587387,-0.219683,Male,,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,8,2,POINT (-0.219683 51.587387),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1006306,Person search,0.0,,51.577607,-0.218737,Female,18-24,White - Any other White background,White,Evidence of offences under the Act,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1006307,Person search,0.0,,51.577607,-0.218737,Female,18-24,White - Any other White background,White,Evidence of offences under the Act,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1006561,Person search,0.0,,51.586228,-0.220926,Male,over 34,White - Any other White background,White,Offensive weapons,A no further action disposal,,,1,2020,9,3,POINT (-0.220926 51.586228),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1007676,Person search,0.0,,51.580417,-0.238646,Male,25-34,White - Any other White background,White,Evidence of offences under the Act,A no further action disposal,,,1,2020,9,3,POINT (-0.238646 51.580417),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1007985,Person and Vehicle search,0.0,,51.582107,-0.213048,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,Arrest,,,1,2020,9,3,POINT (-0.213048 51.582107),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
1007990,Person and Vehicle search,0.0,,51.582107,-0.213048,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.213048 51.582107),231.0,232.0,E01000236,Barnet 034A,23808.0,8.0,589603.116470337,3638.41217587178,E01000236
1009293,Person and Vehicle search,0.0,,51.589714,-0.228441,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.228441 51.589714),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
1009297,Person and Vehicle search,0.0,,51.590709,-0.228821,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.228821 51.590709),239.0,240.0,E01000244,Barnet 032D,18293.0,6.0,573826.639297485,7078.93659219137,E01000244
1009594,Person search,0.0,,51.577607,-0.218737,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1009872,Person and Vehicle search,0.0,,51.587784,-0.214427,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.214427 51.587784),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
1009875,Person and Vehicle search,0.0,,51.587784,-0.214427,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.214427 51.587784),233.0,234.0,E01000238,Barnet 034B,19485.0,6.0,565153.465118408,4129.99939104607,E01000238
1010186,Person search,0.0,,51.577607,-0.218737,Female,25-34,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1010841,Person and Vehicle search,0.0,,51.580224,-0.243186,Male,18-24,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1010845,Person search,0.0,,51.580224,-0.243186,Male,,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1011246,Person search,0.0,,51.585748,-0.227859,Male,25-34,Other ethnic group - Any other ethnic group,,Offensive weapons,A no further action disposal,,,1,2020,9,3,POINT (-0.227859 51.585748),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1013450,Person search,0.0,,51.601192,-0.234045,Male,18-24,White - Any other White background,White,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
1014291,Person search,0.0,,51.580224,-0.243186,Male,18-24,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1014295,Person search,0.0,,51.580224,-0.243186,Male,,Other ethnic group - Not stated,Other,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1014944,Person and Vehicle search,0.0,,51.573794,-0.230604,Male,25-34,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.230604 51.573794),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1015115,Person and Vehicle search,0.0,,51.590288,-0.22123,Male,25-34,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1015547,Person search,0.0,,51.57701,-0.226785,Male,18-24,White - Any other White background,Other,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.226785 51.57701),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1015565,Person search,0.0,,51.585631,-0.230794,Male,18-24,Other ethnic group - Not stated,White,Controlled drugs,Community resolution,,,1,2020,9,3,POINT (-0.230794 51.585631),304.0,305.0,E01000309,Barnet 031D,20046.0,7.0,745335.344039917,4383.89608689771,E01000309
1015569,Person and Vehicle search,0.0,,51.585631,-0.230794,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.230794 51.585631),304.0,305.0,E01000309,Barnet 031D,20046.0,7.0,745335.344039917,4383.89608689771,E01000309
1015932,Person and Vehicle search,0.0,,51.590288,-0.22123,Male,18-24,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1015981,Person and Vehicle search,0.0,,51.580224,-0.243186,Male,25-34,Other ethnic group - Not stated,Black,Offensive weapons,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1016076,Person and Vehicle search,0.0,,51.577583,-0.229028,Male,25-34,Other ethnic group - Not stated,,Controlled drugs,Penalty Notice for Disorder,,,1,2020,9,3,POINT (-0.229028 51.577583),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1016238,Person and Vehicle search,0.0,,51.572227,-0.231026,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Offensive weapons,A no further action disposal,,,1,2020,9,3,POINT (-0.231026 51.572227),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1016912,Person and Vehicle search,0.0,,51.576637,-0.239038,Female,25-34,Other ethnic group - Any other ethnic group,,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1017632,Person search,0.0,,51.5833,-0.22296,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Community resolution,,,1,2020,9,3,POINT (-0.22296 51.5833),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1019308,Person search,0.0,,51.577607,-0.218737,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1019309,Person search,0.0,,51.577607,-0.218737,Male,,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1020042,Person search,0.0,,51.580224,-0.243186,Male,18-24,Other ethnic group - Not stated,Asian,Controlled drugs,Arrest,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1020046,Person search,0.0,,51.580224,-0.243186,Male,,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1020140,Person search,0.0,,51.589714,-0.228441,Male,18-24,Other ethnic group - Not stated,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.228441 51.589714),234.0,235.0,E01000239,Barnet 031A,13120.0,4.0,1121637.79927063,7129.27458479399,E01000239
1020554,Person search,0.0,,51.583129,-0.22353,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.22353 51.583129),306.0,307.0,E01000311,Barnet 034D,23246.0,8.0,876697.655136108,4465.06515640905,E01000311
1020682,Person search,0.0,,51.577607,-0.218737,Male,over 34,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2020,9,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1020749,Person and Vehicle search,0.0,,51.587965,-0.221017,Male,18-24,Other ethnic group - Not stated,White,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.221017 51.587965),240.0,241.0,E01000245,Barnet 032E,11312.0,4.0,466002.454406738,4260.11884529648,E01000245
1021815,Person and Vehicle search,0.0,,51.601192,-0.234045,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.234045 51.601192),235.0,236.0,E01000240,Barnet 031B,14717.0,5.0,1135794.57661438,7212.26296472686,E01000240
1022836,Person and Vehicle search,0.0,,51.580224,-0.243186,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.243186 51.580224),308.0,309.0,E01000313,Barnet 036F,14409.0,5.0,561841.417999268,5210.28681705047,E01000313
1023930,Person search,0.0,,51.590288,-0.22123,Male,over 34,Other ethnic group - Not stated,Other,Stolen goods,Arrest,,,1,2020,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1024512,Person and Vehicle search,0.0,,51.575385,-0.220426,Male,18-24,White - Any other White background,White,Offensive weapons,A no further action disposal,,,1,2020,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1024544,Person and Vehicle search,0.0,,51.577136,-0.2316,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.2316 51.577136),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
1024740,Person search,0.0,,51.576637,-0.239038,Male,18-24,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1024771,Person search,0.0,,51.575844,-0.240728,Male,18-24,Other ethnic group - Any other ethnic group,White,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.240728 51.575844),303.0,304.0,E01000308,Barnet 036D,7151.0,3.0,1364094.1416626,7445.11114516892,E01000308
1025330,Person search,0.0,,51.575385,-0.220426,Male,,Black/African/Caribbean/Black British - African,Black,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025333,Person search,0.0,,51.575385,-0.220426,Male,,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025337,Person search,0.0,,51.575385,-0.220426,Male,10-17,Other ethnic group - Not stated,Asian,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025350,Person search,0.0,,51.575385,-0.220426,Male,18-24,Other ethnic group - Not stated,Other,Controlled drugs,A no further action disposal,,,1,2020,9,3,POINT (-0.220426 51.575385),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025496,Person search,0.0,,51.576637,-0.239038,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Controlled drugs,Arrest,,,1,2020,9,3,POINT (-0.239038 51.576637),300.0,301.0,E01000305,Barnet 036B,9115.0,3.0,1782162.58666992,9909.63976563407,E01000305
1025510,Person and Vehicle search,0.0,,51.582939,-0.22703,Female,over 34,White - Any other White background,White,Firearms,Arrest,,,1,2020,9,3,POINT (-0.22703 51.582939),232.0,233.0,E01000237,Barnet 032A,25066.0,8.0,855450.465499878,5907.10335582659,E01000237
1025645,Person and Vehicle search,0.0,,51.590288,-0.22123,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Penalty Notice for Disorder,,,1,2020,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1025646,Person search,0.0,,51.590288,-0.22123,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Controlled drugs,Penalty Notice for Disorder,,,1,2020,9,3,POINT (-0.22123 51.590288),238.0,239.0,E01000243,Barnet 032C,19861.0,7.0,481714.240386963,5458.86111888,E01000243
1025837,Person search,0.0,,51.574388,-0.227074,Male,over 34,White - Any other White background,White,Stolen goods,A no further action disposal,,,1,2020,10,3,POINT (-0.227074 51.574388),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025876,Person search,0.0,,51.574388,-0.227074,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Stolen goods,Arrest,,,1,2020,10,3,POINT (-0.227074 51.574388),302.0,303.0,E01000307,Barnet 039D,11835.0,4.0,1290782.13354492,6918.15129737752,E01000307
1025917,Person search,0.0,,51.577607,-0.218737,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Offensive weapons,A no further action disposal,,,1,2020,10,3,POINT (-0.218737 51.577607),305.0,306.0,E01000310,Barnet 034C,15067.0,5.0,802241.432769775,8121.73202495864,E01000310
